Executing stage: GPzInformer @ 2024-08-29 13:06:14.995652
Inserting handle into data store.  output_col_remapper_1: ./output_col_remapper_1.pq, inform_GPz
ngal: 27910
training model...
Iter	 logML/n 		 Train RMSE		 Train RMSE/n		 Valid RMSE		 Valid MLL		 Time    
   1	-8.5868191e-03	 2.4317475e-01	 5.1940825e-03	 2.4352734e-01	[ 5.0102228e-03]	 2.1431899e-01
   2	 9.4457300e-02	 2.3991542e-01	 1.1002862e-01	 2.3952734e-01	[ 1.1095856e-01]	 3.1656194e-01
   3	 9.6895658e-02	 2.3947412e-01	 1.1281453e-01	 2.3897498e-01	[ 1.1380543e-01]	 2.3477387e-01
   4	 1.5180171e-01	 2.1981382e-01	 1.6953267e-01	 2.2027066e-01	[ 1.7054361e-01]	 3.3373380e-01
   5	 1.5855308e-01	 2.1670294e-01	 1.7823008e-01	 2.1708996e-01	[ 1.7913345e-01]	 2.3317599e-01
   6	 1.8219159e-01	 2.1430024e-01	 2.0679270e-01	 2.1404967e-01	[ 2.0763949e-01]	 2.6071692e-01
   7	 1.9803480e-01	 2.1255407e-01	 2.2356736e-01	 2.1215619e-01	[ 2.2455064e-01]	 1.2265015e-01
   8	 3.9675038e-01	 2.0574879e-01	 4.1428962e-01	 2.0560005e-01	[ 4.2332201e-01]	 1.2702489e-01
   9	 5.7828518e-01	 2.1815772e-01	 5.9168062e-01	 2.1720674e-01	[ 6.1991102e-01]	 1.2636209e-01
  10	 6.6905806e-01	 2.3273637e-01	 6.8315826e-01	 2.3112605e-01	[ 7.3046261e-01]	 1.2772298e-01
  11	 6.8288747e-01	 2.4273200e-01	 6.9795478e-01	 2.4067083e-01	[ 7.6001320e-01]	 1.2007523e-01
  12	 6.9020768e-01	 2.4208329e-01	 7.0481492e-01	 2.4018689e-01	[ 7.6022387e-01]	 1.1365104e-01
  13	 7.0595874e-01	 2.3942049e-01	 7.2036186e-01	 2.3742251e-01	[ 7.6972702e-01]	 2.5652695e-01
  14	 7.1364319e-01	 2.4054615e-01	 7.2821884e-01	 2.3839198e-01	[ 7.7395469e-01]	 2.6691031e-01
  15	 7.2867332e-01	 2.4934206e-01	 7.4416844e-01	 2.4682605e-01	[ 7.9276824e-01]	 1.2435627e-01
  16	 7.3385296e-01	 2.5164470e-01	 7.5053298e-01	 2.4915901e-01	[ 7.9606919e-01]	 1.2723613e-01
  17	 7.3798222e-01	 2.5403279e-01	 7.5515326e-01	 2.5158510e-01	[ 8.0281732e-01]	 1.2013698e-01
  18	 7.4508704e-01	 2.5626567e-01	 7.6300061e-01	 2.5408412e-01	[ 8.1177395e-01]	 1.0856795e-01
  19	 7.6754868e-01	 2.6069679e-01	 7.8650697e-01	 2.5961473e-01	[ 8.3850545e-01]	 1.0798287e-01
  20	 7.9831743e-01	 2.6262715e-01	 8.1658160e-01	 2.6257290e-01	[ 8.6983661e-01]	 1.0871077e-01
  21	 8.4392501e-01	 2.5537211e-01	 8.6000323e-01	 2.5539162e-01	[ 9.1041313e-01]	 1.0856795e-01
  22	 8.5626976e-01	 2.3796545e-01	 8.7129503e-01	 2.3738832e-01	[ 9.1433928e-01]	 1.1231112e-01
  23	 8.6283196e-01	 2.4261901e-01	 8.7776503e-01	 2.4215829e-01	[ 9.1797186e-01]	 2.1442199e-01
  24	 8.6856783e-01	 2.4787307e-01	 8.8367248e-01	 2.4776836e-01	[ 9.2608522e-01]	 1.0813689e-01
  25	 8.7002411e-01	 2.4832389e-01	 8.8510083e-01	 2.4836390e-01	[ 9.2661960e-01]	 1.2247300e-01
  26	 8.9545577e-01	 2.5023498e-01	 9.1065794e-01	 2.5082638e-01	[ 9.4793445e-01]	 1.0870624e-01
  27	 9.5313566e-01	 2.6846313e-01	 9.7093419e-01	 2.7060801e-01	[ 9.9435090e-01]	 1.0808015e-01
  28	 9.6288930e-01	 2.6686038e-01	 9.8003602e-01	 2.6914679e-01	[ 1.0015664e+00]	 2.1703315e-01
  29	 9.7820770e-01	 2.5830968e-01	 9.9469679e-01	 2.5986779e-01	[ 1.0211886e+00]	 1.1126208e-01
  30	 9.8120602e-01	 2.5607181e-01	 9.9758052e-01	 2.5744440e-01	[ 1.0242228e+00]	 1.2717700e-01
  31	 9.8244621e-01	 2.5342372e-01	 9.9883154e-01	 2.5461485e-01	[ 1.0259574e+00]	 1.1521006e-01
  32	 9.8860953e-01	 2.4600201e-01	 1.0050883e+00	 2.4675873e-01	[ 1.0319365e+00]	 1.0724592e-01
  33	 9.9535290e-01	 2.4345968e-01	 1.0119859e+00	 2.4407163e-01	[ 1.0376202e+00]	 1.1812878e-01
  34	 1.0034505e+00	 2.4326053e-01	 1.0203567e+00	 2.4379307e-01	[ 1.0459030e+00]	 1.0958195e-01
  35	 1.0042944e+00	 2.4419469e-01	 1.0211746e+00	 2.4465715e-01	[ 1.0461904e+00]	 2.8817201e-01
  36	 1.0086591e+00	 2.4442909e-01	 1.0256446e+00	 2.4472168e-01	[ 1.0534547e+00]	 1.0799503e-01
  37	 1.0098284e+00	 2.4538558e-01	 1.0268502e+00	 2.4559398e-01	[ 1.0566726e+00]	 1.1130810e-01
  38	 1.0100336e+00	 2.4531630e-01	 1.0270449e+00	 2.4548780e-01	[ 1.0571680e+00]	 1.1031771e-01
  39	 1.0110453e+00	 2.4484016e-01	 1.0280955e+00	 2.4493836e-01	[ 1.0586920e+00]	 1.1687589e-01
  40	 1.0155585e+00	 2.4238034e-01	 1.0328225e+00	 2.4227974e-01	[ 1.0646206e+00]	 1.0798502e-01
  41	 1.0231479e+00	 2.3337296e-01	 1.0406415e+00	 2.3284709e-01	[ 1.0723248e+00]	 1.0907817e-01
  42	 1.0323966e+00	 2.2897218e-01	 1.0503388e+00	 2.2833693e-01	[ 1.0824680e+00]	 1.0984397e-01
  43	 1.0399761e+00	 2.2997697e-01	 1.0589420e+00	 2.2956716e-01	[ 1.0917075e+00]	 1.1011624e-01
  44	 1.0418770e+00	 2.2794393e-01	 1.0607419e+00	 2.2741710e-01	  1.0914825e+00 	 1.1121392e-01
  45	 1.0428679e+00	 2.2870696e-01	 1.0617295e+00	 2.2823641e-01	  1.0912588e+00 	 1.1043501e-01
  46	 1.0438762e+00	 2.2888901e-01	 1.0627450e+00	 2.2852688e-01	  1.0911785e+00 	 1.1615419e-01
  47	 1.0457742e+00	 2.2969210e-01	 1.0647234e+00	 2.2949932e-01	  1.0912361e+00 	 2.1907306e-01
