Executing stage: GPzInformer @ 2024-08-02 00:08:02.403415
Inserting handle into data store.  output_col_remapper_1: ./output_col_remapper_1.pq, inform_GPz
ngal: 2099
training model...
Iter	 logML/n 		 Train RMSE		 Train RMSE/n		 Valid RMSE		 Valid MLL		 Time    
   1	 1.4660370e+00	 3.2787125e-02	 1.5624655e+00	 2.0078473e+00	[ 1.4833406e+00]	 2.7081966e-02
   2	 1.9227077e+00	 2.8101412e-02	 2.0474258e+00	 4.3048225e-01	[ 1.9235397e+00]	 1.1527777e-02
   3	 2.0280973e+00	 2.7401060e-02	 2.1747113e+00	 1.5862578e+00	[ 1.9253095e+00]	 2.3245096e-02
   4	 2.0445984e+00	 2.6942888e-02	 2.1966935e+00	 1.7404649e+00	  1.9148577e+00 	 2.3020983e-02
   5	 2.0651097e+00	 2.6268036e-02	 2.2223013e+00	 7.4431372e-01	  1.8958749e+00 	 1.1651039e-02
   6	 2.0787755e+00	 2.5789770e-02	 2.2377118e+00	 3.6247329e-01	  1.8596814e+00 	 1.1799097e-02
   7	 2.0861733e+00	 2.5522377e-02	 2.2452699e+00	 2.0011712e-01	  1.8274710e+00 	 1.1970997e-02
   8	 2.0928561e+00	 2.5309234e-02	 2.2526547e+00	 2.4440569e-01	  1.7827619e+00 	 1.1872053e-02
   9	 2.0975225e+00	 2.5239981e-02	 2.2575914e+00	 5.3957393e-01	  1.7823834e+00 	 1.1910915e-02
  10	 2.0994118e+00	 2.5183907e-02	 2.2592949e+00	 6.4546065e-01	  1.7678777e+00 	 1.1857033e-02
  11	 2.1008278e+00	 2.5128549e-02	 2.2603834e+00	 6.1037495e-01	  1.7737924e+00 	 1.2289047e-02
  12	 2.1039999e+00	 2.5014688e-02	 2.2630404e+00	 5.3300702e-01	  1.8000691e+00 	 1.1929989e-02
  13	 2.1061699e+00	 2.4955295e-02	 2.2654910e+00	 5.8367434e-01	  1.8094588e+00 	 1.1921883e-02
  14	 2.1093036e+00	 2.4899833e-02	 2.2691442e+00	 8.6018215e-01	  1.8271318e+00 	 1.1997938e-02
  15	 2.1117325e+00	 2.4824899e-02	 2.2720909e+00	 1.0200042e+00	  1.8151575e+00 	 1.1944771e-02
  16	 2.1123304e+00	 2.4807615e-02	 2.2725000e+00	 1.0063174e+00	  1.8140220e+00 	 1.1976242e-02
  17	 2.1131467e+00	 2.4795934e-02	 2.2728525e+00	 9.4599555e-01	  1.8180523e+00 	 1.1856079e-02
  18	 2.1148806e+00	 2.4776926e-02	 2.2736645e+00	 8.6605593e-01	  1.8283210e+00 	 1.1889935e-02
  19	 2.1181684e+00	 2.4715142e-02	 2.2760452e+00	 8.2783913e-01	  1.8411767e+00 	 1.1927128e-02
  20	 2.1204985e+00	 2.4707934e-02	 2.2775112e+00	 1.1113158e+00	  1.8612652e+00 	 1.1934042e-02
  21	 2.1234887e+00	 2.4598120e-02	 2.2807895e+00	 8.5039555e-01	  1.8522543e+00 	 1.2442827e-02
  22	 2.1249706e+00	 2.4552264e-02	 2.2826684e+00	 7.6928682e-01	  1.8464713e+00 	 1.2490988e-02
  23	 2.1264363e+00	 2.4513115e-02	 2.2843354e+00	 7.2161941e-01	  1.8423699e+00 	 1.2401104e-02
  24	 2.1279565e+00	 2.4470220e-02	 2.2864976e+00	 8.1140746e-01	  1.8264052e+00 	 1.2392998e-02
  25	 2.1297860e+00	 2.4392729e-02	 2.2883808e+00	 9.5375834e-01	  1.8154308e+00 	 1.3306141e-02
  26	 2.1314191e+00	 2.4345267e-02	 2.2900211e+00	 1.0806021e+00	  1.8086949e+00 	 1.3262987e-02
  27	 2.1331000e+00	 2.4301923e-02	 2.2913745e+00	 1.0284497e+00	  1.8041621e+00 	 1.7441988e-02
  28	 2.1347271e+00	 2.4250307e-02	 2.2932235e+00	 8.8609764e-01	  1.7946727e+00 	 1.9726276e-02
  29	 2.1375198e+00	 2.4154997e-02	 2.2965979e+00	 7.4338644e-01	  1.7770390e+00 	 1.6014814e-02
  30	 2.1392205e+00	 2.4068752e-02	 2.3001001e+00	 5.3366312e-01	  1.7910568e+00 	 1.3438225e-02
  31	 2.1408453e+00	 2.4000892e-02	 2.3023392e+00	 5.8215037e-01	  1.7823518e+00 	 1.6360998e-02
  32	 2.1418074e+00	 2.3983270e-02	 2.3031525e+00	 6.5847977e-01	  1.7850166e+00 	 1.3919115e-02
  33	 2.1431453e+00	 2.3942444e-02	 2.3049661e+00	 7.7444466e-01	  1.7957003e+00 	 1.5272856e-02
  34	 2.1447745e+00	 2.3898738e-02	 2.3072142e+00	 9.2318473e-01	  1.8090313e+00 	 1.5309095e-02
  35	 2.1454134e+00	 2.3873065e-02	 2.3083695e+00	 9.3424526e-01	  1.8201266e+00 	 2.6076078e-02
  36	 2.1463289e+00	 2.3855757e-02	 2.3088986e+00	 9.3032278e-01	  1.8281319e+00 	 1.2762070e-02
  37	 2.1477957e+00	 2.3825906e-02	 2.3102572e+00	 9.1396349e-01	  1.8336314e+00 	 1.2942076e-02
  38	 2.1489335e+00	 2.3789190e-02	 2.3118800e+00	 1.1150340e+00	  1.8344505e+00 	 1.2977123e-02
  39	 2.1501580e+00	 2.3739103e-02	 2.3139085e+00	 1.2482696e+00	  1.8336276e+00 	 1.3569117e-02
  40	 2.1513808e+00	 2.3686933e-02	 2.3160808e+00	 1.3152943e+00	  1.8343896e+00 	 1.3890982e-02
